Category,Name,Address,Place_ID,Latitude,Longitude,Rating,Total_Ratings,Phone,Intl_Phone,Website
Pharmacy,New Chennai Pharmacy,"No. 33, Sarojini Street, T.Nagar, South Usman Road, T. Nagar, Chennai",ChIJ7xiFY1VmUjoR2IuH0fYWMlk,13.0371485,80.2319365,4.6,8,091500 97960,+91 91500 97960,
Pharmacy,GANESH MEDICAL'S,"No 9, Silver Park Apartments, Thanikachalam Road, T. Nagar, Chennai",ChIJ-aUJEVNmUjoR7dHv0Nbtwe8,13.0354883,80.23890779999999,4.2,6,044 2436 3388,+91 44 2436 3388,
Pharmacy,Vijaya Medicals,"No. 762/1, T.H. Road, Tiruvottiyur, Minakshi Ammanpet, Old Washermanpet, Chennai",ChIJCZ7QYGhvUjoRjWNXd3CR96Q,13.108061,80.2890767,5,2,044 2573 4779,+91 44 2573 4779,
Pharmacy,Life Pharmacy,"8, Fakir Sahib Street, Zambazzar, Ellis Puram, Padupakkam, Triplicane, Chennai",ChIJcSrbiR9mUjoRbz5Wt4wBAcg,13.0599713,80.27147,5,3,044 2854 7484,+91 44 2854 7484,
Pharmacy,MedPlus Anna Nagar-Ayappan Koil St,"No Y/224 6th Main Road, 2nd Avenue, Anna Nagar, Chennai",ChIJ8TXofiFkUjoR8IYdjIA8ATg,13.0853413,80.2128225,3.6,23,044 4217 0593,+91 44 4217 0593,https://www.medplusmart.com/
Pharmacy,Tamil Nadu Medicals,"No. 109, Vepery High Road, Periamet, Vepery, Chennai",ChIJfUA1o-NlUjoRFWKuFEoQ6zs,13.085449,80.2658795,4.4,36,,,
Pharmacy,Medi Sales,"126, Nyniappa Street, Park Town, Chennai",ChIJfS-7N1dvUjoR3JdE8N2bndw,13.0856907,80.2791596,,,044 2645 3811,+91 44 2645 3811,
Pharmacy,Foresight Power Systems Ltd,"7 2nd Floor, Rosy Tower, Nungambakkam High Road, Nungambakkam High Road, Chennai",ChIJG1_K_GhmUjoRp36-GBcHgF0,13.0561421,80.2514321,4,1,044 2823 3757,+91 44 2823 3757,https://foresightho.in/
Store,Purasai,"37R3+3Q4, Tana Street, Otteri, Purasaiwakkam, Chennai",ChIJhSXjf91lUjoRSzGIgkUNq3o,13.0901346,80.2544589,3.9,25,,,
Store,Delta Peripherals (AKA deltapage),"Shop No. G-12, Nakoda Plaza, near Badam Tree, 17, Narasingapuram Street, Mount Road, Chintadripet, Chennai",ChIJdfu6YRtmUjoRcpW7TdxaQZs,13.0691324,80.2710168,4.6,657,098844 11731,+91 98844 11731,http://www.deltapage.com/
Store,Indian Army Stores,"No5/3v.v.koil Street, Raja Muthiah Road, Periamet, Park Town, Chennai",ChIJw3-L4_1lUjoRFeTjrWwVAps,13.0825257,80.2705067,4.1,55,098405 09070,+91 98405 09070,
Store,Sulekha Store,"Maddox Street, Periamet, Periyamedu, Chennai",ChIJ1--uq_xlUjoRuh0g42l3emM,13.0881966,80.26595879999999,3,7,089395 80118,+91 89395 80118,
Store,Rcm Business,"138, Mint Street, Near Hotel Mahasakthi, Sowcarpet, Mint Street, Chennai",ChIJrc8XqVdvUjoRcrUm8BrZTRU,13.0907994,80.27917959999999,3.5,6,044 2538 4651,+91 44 2538 4651,
Store,Rajan & Co,"41-A, E Coovam River Road, E Coovam River Road, Chennai",ChIJT55JO2pmUjoRHObDqakX8s4,13.0768456,80.2665055,5,1,044 2485 1108,+91 44 2485 1108,
Store,GA INSTRUMENTS PVT. LTD.,"Ground Floor, 63, Pantheon Road, Egmore, Chennai",ChIJ7xJ3BFdvUjoRbXaokRfIGsc,13.0710664,80.26010169999999,4.3,64,044 2855 9999,+91 44 2855 9999,http://gainstruments.com/
Store,CakeWalk,"10, Red Cross Road, Egmore, Chennai",ChIJwVFw3XBmUjoR-V3Yzerahqw,13.0681801,80.2584029,4.2,347,044 4350 8396,+91 44 4350 8396,http://www.cakewalk.co.in/
Store,Hot Chips Veg Restaurant,"225, NSC Bose Road, Parry's Corner, George Town, Chennai",ChIJcZxBO2pmUjoRbaWSxl-lkv0,13.0887379,80.2868447,3.7,2680,097907 54000,+91 97907 54000,https://www.hotchipsrestaurants.com/
Store,Doveton Cafe,"5, Purasaivakkam High Road, Purasaiwakkam, Chennai",ChIJA46FPt5lUjoRA84W0gvPAo4,13.086661,80.2581411,4.3,16042,090940 48691,+91 90940 48691,https://dovetoncafe.in/
Store,LINGAM HOT CHIPS,"32, Gangadeeshwar Koil Street, Purasaiwakkam, Chennai",ChIJt1B5ahBlUjoRRajP4jLeZdY,13.0847514,80.2547379,3.7,39,,,
Store,"Goodluck Plastic Trading Company kids jeep, bike and car","18, Kasi Chetty Street, Parrys, Chennai",ChIJwfYd71ZvUjoREBheliQ6jWw,13.0901999,80.2805331,4.7,1023,094440 37330,+91 94440 37330,https://www.instagram.com/toysgoodluck1/?hl=en
Store,HAFSANA STORES,"Shop No 54/1Narayana Mudali Street, near Manisha Jewellers, lane, Narayana Mudali Street, Sowcarpet, George Town, Chennai",ChIJ7xJ3BFdvUjoRAGw60pvmO9U,13.0894933,80.27980699999999,4,1,092832 58770,+91 92832 58770,
Store,Leela Stores,"97/37, Dr Alagappa Road, Flowers Road, Chennai",ChIJq9axIqJmUjoRnjaHkxtfgno,13.0812779,80.25116349999999,4.6,13,044 2642 6928,+91 44 2642 6928,
Store,Kitabi Hardware Stores,"Old No 51, New, 15, Devaraja Mudali Street, George Town, Chennai",ChIJvdk8O1RvUjoRc08tdCDgE5M,13.0860591,80.28007720000001,4.7,24,044 2535 3416,+91 44 2535 3416,http://www.kitabihardware.in/
Store,Mary Ice Cream Co,"New no.66, 1, Egmore High Road, Egmore, Chennai",ChIJNWUelgxmUjoRwcgd0pDtC_M,13.0749245,80.2545263,4.4,26,044 2819 4893,+91 44 2819 4893,https://www.maryicecreams.com/
Store,HITECH COMPUTERS (used computers and used laptops ),"ground floor, CITY CENTRE PLAZA NO 3, Mount Road, Chennai",ChIJ4UJmhxxmUjoR-D4QVBF2xZg,13.068093,80.2717263,4.2,48,094440 49242,+91 94440 49242,http://www.hitechcomputers.in/
Store,Toy House,"43, Rattan Bazaar, George Town, Chennai",ChIJAQAAMFRvUjoRVc89gZ_Zlag,13.087274,80.27980099999999,3.7,26,044 2535 2058,+91 44 2535 2058,https://toyhouse.co.in/
Store,asian paints dealer -sri balaji paints,"2, Muthiyal Naicken Street, Purasaiwakkam, Chennai",ChIJBaZKFt5lUjoRbt8fnLDbGoY,13.0870923,80.25475209999999,4.2,45,094453 38476,+91 94453 38476,http://www.asianpaints.com/
Store,Rakhiwala,"Naidu Plaza, opp. to Elephant Gate Street, 75, Wall Tax Road, Park Town, Chennai",ChIJtViaZvhlUjoRg_UZBNbiaoQ,13.0917875,80.2753558,4.3,688,044 2539 1775,+91 44 2539 1775,https://rakhiwalahometheater.com/
Store,Viveka Essence Mart,"Plot No: 128, 285, Wall Tax Road, Park Town, Chennai",ChIJC5psoBddUjoRVtVXj7ikV2k,13.085948,80.27590599999999,4.3,1498,089397 12712,+91 89397 12712,https://www.vivekaessencemart.com/
Store,ISM Business Associates Pvt Ltd,"333/194, Raja Muthiah Road, Thattankulam, Choolai, Chennai",ChIJJaqAgFZvUjoRLQdDOUFIt58,13.091632,80.269461,4.6,11,098401 86167,+91 98401 86167,
Store,Ashwood Leather - Ababeel International,"1st floor, AM Manzil, No 56, Perianna Maistry Street, Periamet, Chennai",ChIJqeJFyyRmUjoRpdDrW8VQOe0,13.0834331,80.2685554,4.9,79,098841 92338,+91 98841 92338,http://www.ashwood.co.in/
Store,Ababeel Creations,"New No.41, Old, 17/1, Thiruvengadam Street, Periamet, Chennai",ChIJb-OliQdmUjoRgylYePBaMa0,13.0818712,80.2674964,5,3,086950 46669,+91 86950 46669,
Store,Metal Craft,"4, Raghunayakulu Street, Rattan Bazaar, Park Town, Chennai",ChIJj4Y91lVvUjoRiY5eMgGaFis,13.088105,80.279083,2,1,080 4896 9269,+91 80 4896 9269,https://www.metalcraftindia.net/
Store,OASIS INDIA IT STORE PVT LTD,"No 832 , Oasis Tower, Anna Salai, Triplicane, Chennai",ChIJC3BuYhtmUjoRgH6gSN1U2xM,13.068284,80.271391,4.5,3124,098400 57413,+91 98400 57413,https://oasisitstore.in/
Store,Diamond Flush Doors Private Limited,"2nd Floor, 262, Raja Muthiah Road, Choolai, Choolai, Chennai",ChIJAdDmRfplUjoRwuEz7sDcWIs,13.0914324,80.2693925,,,044 2669 0155,+91 44 2669 0155,
Store,Mundra & Co,"321, Mint Street, Edapalaiyam, Park Town, Chennai",ChIJYzomiqpoUjoRhuGKJ0VlNOU,13.0884936,80.2787104,4.6,12,044 2535 7591,+91 44 2535 7591,
Store,Gupta Enterprises,"inside Nehru Timber Market, No. 279, Raja Muthiah Road, Choolai, Chennai",ChIJ_SyWwPtlUjoRBMBtI1DRYt4,13.0921669,80.26868759999999,4.4,10,044 2669 1717,+91 44 2669 1717,http://www.guptagroup.com/
Store,KRS Textiles,"82, Nyniappa Street, Park Town, Chennai",ChIJR5JEPVVvUjoR_O3CDRMtdmM,13.0847994,80.2789537,4.1,64,098841 97925,+91 98841 97925,https://www.krstextiles.in/
Store,Varun Stainless Steel Shop,"Old No:208, New No: 429, Mint Street Park Town, Mint Street, George Town, Chennai",ChIJa_g-SlVvUjoRnyxSpzLtwjI,13.086658,80.278572,3,9,044 2346 5600,+91 44 2346 5600,
Store,CLS Book Shop,"68, Evening Bazaar Road, NGO Annexe, George Town, Chennai",ChIJ59cLO1VvUjoR3h_qybkOPqs,13.0831395,80.2787451,4.4,342,044 2535 5411,+91 44 2535 5411,https://theclsindia.com/
Store,temple Umbrellas,"26, Iyya Mudali Street, Adikesavarpuram, Chintadripet, Chennai",ChIJgWAwJQRmUjoR8_wSmhb6YMk,13.0766285,80.27009129999999,4.3,27,096771 77197,+91 96771 77197,https://www.templeumbrella.com/
Store,T S Fidaally & Co,"201 (Old 195, Rasappa Chetty Street, Rattan Bazaar, Park Town, Chennai",ChIJq88kZ_9lUjoRTRaHymQ3wvY,13.0859567,80.280372,4,93,098846 77852,+91 98846 77852,
Store,Lawrence and Co,"Shop 1, Old No 81 , New, 23, Nyniappa Naicken Street, Park Town, Chennai",ChIJaxU0tS9wUjoRUsCE6hYCCCw,13.0845909,80.2789423,4.9,32,044 4261 5050,+91 44 4261 5050,http://www.laerenceemporium.com/
Store,Mehta Gems Co.,"14, Hanumantha Rayan Koil Street, Badri Garden, Park Town, Chennai",ChIJVVVVhf1lUjoRQZsLiHxkrRU,13.089448,80.2777986,4.7,3,098842 57890,+91 98842 57890,
Store,Aadhya Engineers,"4th Floor, Fountain Plaza, 302, Pantheon Road, Egmore, Chennai",ChIJ-4qb8w5mUjoRPiijEkdVPwk,13.0736755,80.26160019999999,3.7,31,044 2819 3437,+91 44 2819 3437,http://www.aadhyaengineers.in/
Store,Float Glass Centre,"New No 23, 55, Devaraja Mudali Street, Chennai",ChIJKSE1T1RvUjoRsn3FXDKUVw8,13.0863655,80.2801722,4.5,20,098411 22453,+91 98411 22453,https://toughenedglass.in/
Store,Sunitha Printers Printing Press chennai,"24/2 kovoor vaidhyanathan street, Chintadripet, Chennai",ChIJsQpcYzxmUjoR4oi-tWO5Hrw,13.0777862,80.2672798,4.7,29,099403 08563,+91 99403 08563,
Store,Acho Pharma Lab,"137, Rasappa Chetty Street, Park Town, Park Town, Chennai",ChIJq88kZ_9lUjoR5wCU4ExzCjk,13.0864318,80.2762755,,,044 2535 2180,+91 44 2535 2180,
Store,Infinite Leathers Pvt Ltd,"50, Raja Muthiah Road, Periamet, Chennai",ChIJ2zdHFvxlUjoRkgKKzoRUlj4,13.0829132,80.2706341,4.7,14,044 2561 5906,+91 44 2561 5906,http://www.azyrrha.com/
Store,Reliance Home Appliance,"No. 7, Peddi Naicken Street, Park Town, Rattan Bazaar, George Town, Chennai",ChIJEepnCFVvUjoRbXHkz5pBNUM,13.087493,80.280216,3.3,6,044 2533 1332,+91 44 2533 1332,
Store,SHIFA UNANI HERBAL CLINIC,"Al-Mamoor Apartment, 23/11, Vepery High Road, Periamet, Chennai",ChIJP51M0vxlUjoRHM4e1lSwSM0,13.0849376,80.2690473,4.8,16,044 2561 2121,+91 44 2561 2121,http://www.hewhocures.com/
Store,Deepak Electricals - Chordia Group Of Companies,"1/18, Mangappan Street, Elephant Gate, George Town, Chennai",ChIJq6qq-lZvUjoRCVv10zk_a1k,13.0912822,80.2761441,4.6,7,086678 86981,+91 86678 86981,http://www.dcelectric.in/
Store,Jhawar Fabrics - Blouse Matching Fabrics - Wholesale Shop Only,"3rd Floor, 79, Godown Street, George Town, Chennai",ChIJCYYP01BvUjoRwo14qV4im6o,13.0914307,80.2823442,4.7,6,098410 43210,+91 98410 43210,
Store,Adarsh Electronics,"56, Jermiah Road, Periamet, Vepery, Chennai",ChIJSaP_veNlUjoRw1NrnNPBxeg,13.087042,80.25932300000001,4.3,27,044 2648 0239,+91 44 2648 0239,
Store,HEMA DENTAL ENTERPRISES,"near PARK TOWN, NO.38,39 NEW BURMA BAZAAR EVR PERIYAR ROAD, near PARK TOWN, 3, Chennai",ChIJVVVVhf1lUjoRzn4ss7joICE,13.0823017,80.27915349999999,3.7,19,063744 78992,+91 63744 78992,
Store,Saba Electronics,"23, Anna Salai, Chintadripet, Chennai",ChIJn8KDXxtmUjoR2MMFsgAm2fM,13.0697229,80.2712732,4.3,38,044 2852 0281,+91 44 2852 0281,http://www.sabaelectronics.in/
Store,JJ Lall & Company - Mesh & Fence Supplier,"196, Rasappa Chetty Street, Park Town, Chennai",ChIJq88kZ_9lUjoRAE5JZY_-fVA,13.0859074,80.28018089999999,4.7,27,095000 06671,+91 95000 06671,https://wirenetting.in/
Store,BHAGWANCHAND & Co,"SHOP NO:12, inside A COMPLEX, 59, Narayana Mudali Street, George Town, Chennai",ChIJ7xJ3BFdvUjoR1b9VrbmQpns,13.0899951,80.27970599999999,4.5,8,098403 17801,+91 98403 17801,http://www.sunmaxgifts.com/
Store,Sri Lakshmi Jewellery Mart,"2, 40, NSC Bose Rd, Sowcarpet, 40, NSC Bose Road, Sowcarpet, Rattan Bazaar, George Town, Chennai",ChIJD8X8r5BvUjoRKkXi_bAbizo,13.0892515,80.2793176,5,3,044 2535 0984,+91 44 2535 0984,
Store,Sree Ashapuri Trophy House,"281, Mint Street, Park Town, Chennai",ChIJYzomiqpoUjoR9VwXm07eRWk,13.0855345,80.2783386,4.1,195,093806 45391,+91 93806 45391,http://www.sreeashapuri.com/
Store,K.Arumugam And Company,"85, Sami Pillai Street, Periyamedu, Choolai, Chennai",ChIJp0mL_P9lUjoRpycIvkJpzqA,13.0888376,80.2679498,5,2,080 4547 9627,+91 80 4547 9627,http://www.karumugamandcompany.com/
Store,Ethiraj Timbers Pvt Ltd,"249, Raja Muthiah Road, Periamet, Chennai",ChIJD5a0uPtlUjoR1iaaBo7vEwQ,13.0896108,80.2697389,4.7,19,096000 47477,+91 96000 47477,https://stores.tatapravesh.com/choolai/tata_pravesh_ethiraj_timbers_steel_doors_windows_authorized_dealer_-_periyamedu_chennai/
Store,Tulsi,"No.8/34, Shop No.5, Adithya Complex, Mount Road, No.54/5, Meeran Sahib Street, Anna Salai, Triplicane, Chennai",ChIJCdC0RBtmUjoRjJ2pFIkPApA,13.0697823,80.2705513,4.8,8,099622 04001,+91 99622 04001,
Store,Krish Electronics,"G-4/2, Gee Gee Electronic Center, Narasingapuram Street, Mt Road, Anna Salai, Chintadripet, Chennai",ChIJC3BuYhtmUjoRAGxYFJLxnjA,13.0691833,80.27128789999999,4.2,49,098400 43941,+91 98400 43941,http://www.krishelectronics.com/
Store,Marudhar Enterprises,"11, Devaraja Mudali Street, Rattan Bazaar, Park Town, Chennai",ChIJvdk8O1RvUjoRt-Tx-qF9mFE,13.0867026,80.2802777,5,2,044 2533 1674,+91 44 2533 1674,https://www.marudharenterprises.com/
Store,Midas Electricals Private Limited,"196, Demellows Road, Opposite to, Thattankulam, Choolai, Chennai",ChIJpx7wcPplUjoRhYLTMM4idCY,13.0931831,80.26899329999999,4.2,30,044 4286 3133,+91 44 4286 3133,http://www.midaselectricals.com/
Store,Bata showroom,"130, Broadway",ChIJq6qqGlFvUjoRMOkDk7d19hE,13.0912776,80.27541169999999,4,108,098405 17505,+91 98405 17505,https://www.bata.com/in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-bata&utm_id=loyalty-gmb
Store,Torvin Audio Systems,"No. 4, Seeyaliamman Koil Street, Anna Salai, Chennai",ChIJAQAAQBdmUjoRnTbEfripgPI,13.070935,80.2711072,4.1,25,044 2841 4304,+91 44 2841 4304,http://www.torvin.com/
